,Topic,Words,Frequency,Timestamp,Name
6449,88,"weilroder, steinbach, grävenwiesbach, königstein, oberursel",1,2020-09-04,88_wasser_luft_reinigen_feuchtigkeit
6450,96,"prostituiert, bestritt, gezwungen, prostitution, libanese",1,2020-09-04,96_grzegorz_uganda_gefängnis_staatsanwal...
6451,102,"schilling, spundwandstahl, bremenports, häfensenatorin, kananlisationsnetz",1,2020-09-04,102_bahn_frankfurt_straße_ice
6452,107,"caravaning, caravan, rohrpost, caravans, reisemobile",2,2020-09-04,107_tesla_auto_volkswagen_fahrzeuge
6453,111,"maskenpflicht, reisewarnung, geschäften, touristen, kroatien",1,2020-09-04,111_lockdown_dezember_deutschland_neuinf...
6454,116,"bibel, schwenkten, küchensieben, zwangsgeimpft, pfarrerinnen",1,2020-09-04,116_polizei_demonstration_demonstranten_...
6455,133,"migränetage, migräne, dosis, behandlung, dosisblindphase",1,2020-09-04,133_impfstoff_virus_19_coronavirus
6456,174,"kirchplatz, hauptpastor, michels, schmidt, ohlsdorfer",1,2020-09-04,174_rapper_baron_rap_harich
6457,-1,"shparaga, belarus, belarussischen, petkovic, wasserstrategie",18,2020-09-05,-1_wenn_dann_mehr_über
6458,0,"morissette, alanis, lionel, wörter, brechtisches",13,2020-09-05,0_geschwindigkeitsanzeige_geschwindigkei...
6459,21,"mannarino, verkraften, profis, 438537, inhaltsleeren",1,2020-09-05,21_tennis_slam_djokovic_weltranglisten
6460,30,"bonobos, freundlichkeit, schimpansen, bonobo, hunde",1,2020-09-05,30_klemmer_germany_zoo_bonobos
6461,38,"chor, raum, bühne, opernensemble, bühnenfüllende",1,2020-09-05,38_polizisten_minneapolis_demonstranten_...
6462,39,"belarus, lukaschenko, warschau, tichanowskaja, polnischen",2,2020-09-05,39_lukaschenko_belarus_proteste_tichanow...
6463,48,"guys, playstation, mediatonic, takeshi, onlinespiel",1,2020-09-05,48_xbox_playstation_microsoft_games
6464,59,"trump, friedhof, militärfriedhofs, weltkriegssoldaten, tagespolitischen",1,2020-09-05,59_trump_trumps_donald_präsident
6465,60,"lukaschenko, lukaschenka, sanktionen, protesten, weißrussland",2,2020-09-05,60_lukaschenko_belarus_sanktionen_russla...
6466,62,"griechenland, atatürk, türkische, mittelmeer, griechenlands",1,2020-09-05,62_türkei_erdogan_türkische_türkischen
6467,66,"podcast, itunes, krugs, dolezal, bombalera",1,2020-09-05,66_depp_amber_weinstein_depps
6468,70,"1996, ullrich, landsmannes, fritzes, godefroot",1,2020-09-05,70_tour_roglic_pogacar_trikot
6469,79,"temperaturen, frühherbstlichen, offenbach, regen, herbstlich",1,2020-09-05,79_grönland_deutschland_gisela_meteorolo...
6470,84,"irritierendste, unübersichtlichkeit, verschwörungstheoretische, diskurs, wirklichkeitsverweigerung",1,2020-09-05,84_roller_illner_kanzlerin_gebhardt
6471,89,"havertz, bayer, chelsea, werner, meldungsbereich",1,2020-09-05,89_lehmann_mälzer_henssler_yelp
6472,92,"wespen, wespenvolk, insekten, hyposensibilisieren, wespenforscher",1,2020-09-05,92_brotkäfer_insekten_nest_wespen
6473,103,"madison, ausverkaufen, 440648, konzerte, piano",1,2020-09-05,103_beethoven_musik_beethovens_oper
6474,119,"maori, neuseeland, taiuru, stuttgarter, neuseelands",1,2020-09-05,119_stuttgart_stuttgarter_matarazzo_würt...
6475,120,"canaria, teneriffa, kanarischen, kanaren, gomera",1,2020-09-05,120_infektionen_neuinfektionen_coronavir...
6476,127,"love, frauen, rtl2, flirten, dating",1,2020-09-05,127_sex_partner_orgasmus_liebe
6477,136,"date, minuten, cappuccino, grundschulleherin, stunde",1,2020-09-05,136_yavuz_liebe_hochzeit_frauen
6478,145,"bundespartei, treuenfels, bundestag, landesverband, hamburg",1,2020-09-05,145_spd_scholz_karrenbauer_thüringen
6479,157,"antetokounmpo, wurfversuche, halbfinalspiel, halbfinalserie, freiwürfen",1,2020-09-05,157_rebounds_basketball_lakers_dallas
6480,159,"gibraltar, siegtreffer, weltrangliste, länderspiel, sverrir",1,2020-09-05,159_liverpool_fc_manchester_champions
6481,175,"hofheims, baumart, hofheimer, hofheim, zustand",1,2020-09-05,175_frankfurt_hauptbahnhof_opernplatz_fa...
6482,-1,"shenzhen, bsv, werder, deutschland, neuinfektionen",21,2020-09-06,-1_wenn_dann_mehr_über
6483,0,"morissette, alanis, lionel, wörter, brechtisches",12,2020-09-06,0_geschwindigkeitsanzeige_geschwindigkei...
6484,1,"geschwindigkeitskontrolle, geschwindigkeitsgrenzwerte, geschwindigkeitsklasse, geschwindigkeitsklassen, geschwindigkeitsstufen",3,2020-09-06,1_h3_morissette_alanis_wörter
6485,9,"brände, feuerwehr, blitzeinschlägen, 3300, abgebrannt",2,2020-09-06,9_feuer_brände_australien_sydney
6486,21,"brady, kerber, aufschlag, oberschenkel, slam",1,2020-09-06,21_tennis_slam_djokovic_weltranglisten
6487,35,"citigroup, banker, investment, bürgermeister, ferrari",1,2020-09-06,35_ring_wilder_boxer_duell
6488,48,"xbox, ride, playstation, entwicklerstudio, konsolen",1,2020-09-06,48_xbox_playstation_microsoft_games
6489,82,"spielerinnen, spiel, virtuellen, spielkonsole, instrumentalisiert",1,2020-09-06,82_tiere_fleisch_wolf_elefanten
6490,100,"begleitfahrzeug, kretschmann, heilbronn, unfall, 453047",1,2020-09-06,100_unfall_a3_jährige_krankenhaus
6491,105,"polzei, unbesorgt, festzunehmen, umbringen, operiert",1,2020-09-06,105_jährige_cornelia_staatsanwaltschaft_...
6492,106,"geschwindigkeitsbeschränkung, geschwindigkeitsanzeige, geschwindigkeitsgrenzwerte, geschwindigkeitsklasse, geschwindigkeitsbereiche",1,2020-09-06,106_bike_fahrräder_bikes_wagenknecht
6493,107,"osterloh, elektromotor, tesla, elektroautos, technologiestand",1,2020-09-06,107_tesla_auto_volkswagen_fahrzeuge
6494,120,"vortag, 9298, landesgesundheits, infiziert, rki",1,2020-09-06,120_infektionen_neuinfektionen_coronavir...
6495,124,"geschwindigkeitsbereiche, geschwindigkeitsgrenzwerte, geschwindigkeitsklasse, geschwindigkeitsklassen, geschwindigkeitskontrolle",1,2020-09-06,124_satire_strafanzeige_polizisten_wirec...
6496,128,"teddy, bummi, gaga, elvira, miley",2,2020-09-06,128_instagram_mutter_mode_immer
6497,133,"sanofi, bogillot, impfstoff, impfdosis, pharmakonzerne",1,2020-09-06,133_impfstoff_virus_19_coronavirus
6498,138,"patientin, krankheit, 19, schlimmer, gelenkschmerzen",1,2020-09-06,
6499,143,"kinderbonus, familien, bonus, konjunkturpaketes, kindergeldnummer",1,2020-09-06,143_kinderbonus_300_kinderfreibetrag_202...
6500,145,"moorburg, kraftwerk, bundesnetzagentur, hamburg, kraftwerkskapazitäten",1,2020-09-06,145_spd_scholz_karrenbauer_thüringen
6501,169,"comeback, bundestrainer, aussortierte, comebacks, weltmeister",1,2020-09-06,169_bayern_flick_münchen_bundesliga
6502,173,"zingler, meyer, bundesliga, bundeseinheitliche, spahn",1,2020-09-06,173_friedrich_mälzer_berliner_hamburger
6503,-1,"heide, lüneburger, endometriose, sle, brustrekonstruktion",25,2020-09-07,-1_wenn_dann_mehr_über
6504,0,"morissette, alanis, lionel, wörter, brechtisches",10,2020-09-07,0_geschwindigkeitsanzeige_geschwindigkei...
6505,21,"djokovic, slam, linienrichterin, mouratoglou, boulevardblatt",1,2020-09-07,21_tennis_slam_djokovic_weltranglisten
6506,29,"mustererkennung, bachmann, frauen, kleinfeld, meyer",1,2020-09-07,29_schäfer_setzer_holter_frauen
6507,39,"belarus, kolesnikowa, lukaschenko, litauen, belarussische",1,2020-09-07,39_lukaschenko_belarus_proteste_tichanow...
6508,49,"iphone, kamera, kameras, spiegelreflexkamera, kompaktkameras",2,2020-09-07,49_smartphone_apple_iphone_smartphones
6509,88,"sanftes, ingwerwasser, wasservorräte, ausnüchterungslauf, mineralhaushalt",1,2020-09-07,88_wasser_luft_reinigen_feuchtigkeit
6510,91,"tsang, taiwan, china, verfassungskrise, hektischer",1,2020-09-07,91_china_hongkong_chinesischen_chinesisc...
6511,93,"straßburg, europaparlamentarier, franzosen, parlamentspräsident, kommissionschefin",1,2020-09-07,93_brexit_großbritannien_brüssel_britisc...
6512,100,"kretschmann, birmingham, messerattacken, heilbronn, sonntag",2,2020-09-07,100_unfall_a3_jährige_krankenhaus
6513,107,"neuhausen, versiebenfachen, nachfrageeinbruchs, tanksystem, antriebswende",1,2020-09-07,107_tesla_auto_volkswagen_fahrzeuge
6514,108,"rollkoffer, galimathias, fremdwörter, fremdwort, siegeszug",1,2020-09-07,
6515,120,"infizieren, verwaltungsbezirke, impfstoffdosen, heizpilze, neuinfektionen",2,2020-09-07,120_infektionen_neuinfektionen_coronavir...
6516,128,"wendler, laura, granatenstark, egas, schatzi",1,2020-09-07,128_instagram_mutter_mode_immer
6517,129,"hawke, leseschwäche, 457594, thurman, nachwuchsschauspielerin",1,2020-09-07,129_floyd_zeitmagazin_mich_albanisch
6518,143,"kinderbonus, fratzscher, kindergeld, zimmermann, endziffer",1,2020-09-07,143_kinderbonus_300_kinderfreibetrag_202...
6519,144,"feldmanns, oberbürgermeister, purkhardt, feldmann, montagmittag",1,2020-09-07,144_zeitumstellung_volksbank_bedford_str...
6520,168,"le10sport, ergänzungsspieler, kicker, positionsgetreuer, vereinswechsel",1,2020-09-07,168_bayern_kovac_trainer_münchen
6521,169,"schweiz, deutschland, bayern, gladbach, trainerhistorie",2,2020-09-07,169_bayern_flick_münchen_bundesliga
6522,-1,"marxloh, karneval, katrina, scholz, linienrichterin",17,2020-09-08,-1_wenn_dann_mehr_über
6523,0,"morissette, alanis, lionel, wörter, brechtisches",17,2020-09-08,0_geschwindigkeitsanzeige_geschwindigkei...
6524,1,"geschwindigkeitsgrenzwerte, geschwindigkeitsbegrenzung, geschwindigkeitsbegrenzungen, geschwindigkeitsbereiche, geschwindigkeitsbeschränkung",1,2020-09-08,1_h3_morissette_alanis_wörter
6525,7,"schumacher, ferrari, kauf, app, schumachers",1,2020-09-08,7_ferrari_hamilton_mercedes_fahrer
6526,25,"avengers, dauerklopperei, multiplayer, superhelden, mulitplayer",1,2020-09-08,25_cannon_rtl_mannheims_travis
6527,39,"kolesnikowa, krawzow, rodnenkow, belarus, lukaschenka",2,2020-09-08,39_lukaschenko_belarus_proteste_tichanow...
6528,48,"hyrule, zelda, xbox, switch, koei",3,2020-09-08,48_xbox_playstation_microsoft_games
6529,59,"cohens, disloyal, buch, pornodarstellerin, enthüllungsbuch",1,2020-09-08,59_trump_trumps_donald_präsident
6530,70,"ire, hauptfeld, zwischensprint, trentin, châtelaillon",1,2020-09-08,70_tour_roglic_pogacar_trikot
6531,91,"australischen, birtles, abc, australische, grundlinien",2,2020-09-08,91_china_hongkong_chinesischen_chinesisc...
6532,107,"verbrennungsmotoren, automobilindustrie, autoindustrie, brasilien, transformationsstrategie",1,2020-09-08,107_tesla_auto_volkswagen_fahrzeuge
6533,116,"antisemitische, antisemitischer, antisemitischen, antisemitismus, dunkelziffer",1,2020-09-08,116_polizei_demonstration_demonstranten_...
6534,117,"einbau, wohnungseigentumsgesetzes, wohnungseigentumsgesetz, branchenangaben, ladesäule",1,2020-09-08,117_gessner_musterhaus_vodafone_thyssen
6535,120,"canaria, lanzarote, teneriffa, 4207, kanarischen",1,2020-09-08,120_infektionen_neuinfektionen_coronavir...
6536,125,"umweltverschmutzungen, umweltagentur, umweltverschmutzung, umweltfaktoren, umweltrisiken",1,2020-09-08,125_co2_emissionen_co₂_klimaschutz
6537,133,"schecks, coronavirus, infektionen, neuinfektionen, tests",1,2020-09-08,133_impfstoff_virus_19_coronavirus
6538,143,"kinderbonus, kindergeld, kinderfreibetrag, steuererklärung, steuerhöhe",1,2020-09-08,143_kinderbonus_300_kinderfreibetrag_202...
6539,152,"dehoga, zöllick, bip, prozent, zinsüberprüfung",2,2020-09-08,152_dollar_milliarden_euro_aktien
6540,167,"beierlorzer, tauer, würzburger, kickers, ballsicherer",1,2020-09-08,167_trainer_hoffenheim_nagelsmann_schreu...
6541,171,"verständlichen, schweiz, abpfiff, mannschaft, geisterspielen",1,2020-09-08,171_bayern_trainer_bundesliga_hoeneß
6542,175,"geschwindigkeitsklassen, geschwindigkeitsgrenzwerte, geschwindigkeitsklasse, geschwindigkeitskontrollen, geschwindigkeitsrausch",1,2020-09-08,175_frankfurt_hauptbahnhof_opernplatz_fa...
6543,-1,"qanon, hastings, moria, youtube, videos",20,2020-09-09,-1_wenn_dann_mehr_über
6544,0,"morissette, alanis, lionel, wörter, brechtisches",16,2020-09-09,0_geschwindigkeitsanzeige_geschwindigkei...
6545,6,"marx, brombach, bauträgerfirma, rauschenberg, warhols",1,2020-09-09,6_bryant_gestorben_tod_wallow
6546,17,"camping, campingplatz, griesbach, dreiquellenbad, holmerhof",1,2020-09-09,17_himmel_jenseits_elhajani_campingplatz
6547,40,"jahrestarif, telekom, tarif, telefonate, jahrespreis",1,2020-09-09,40_5g_telekom_ametsreiter_fritzbox
6548,43,"geräteschutz, google, passwort, android, konto",1,2020-09-09,43_app_android_google_microsoft
6549,49,"razr, android, update, fritzbox, google",6,2020-09-09,49_smartphone_apple_iphone_smartphones
6550,78,"schlucht, partnachklamm, partenkirchen, triftwegen, garmisch",1,2020-09-09,
6551,80,"hameln, sonderermittlerin, hinweise, einbezogen, eichwald",2,2020-09-09,80_schulen_schule_lehrer_unterricht
6552,82,"küken, kükentöten, geschlechterbestimmung, bruttag, eier",1,2020-09-09,82_tiere_fleisch_wolf_elefanten
6553,88,"froböse, stimmungstiefs, ausdauersport, temperaturunterschiede, zügiger",1,2020-09-09,88_wasser_luft_reinigen_feuchtigkeit
6554,107,"klägern, braunschweig, abgasmanipulationen, kapmug, dieselfahrern",1,2020-09-09,107_tesla_auto_volkswagen_fahrzeuge
6555,134,"interferone, virus, forschung, virologe, veterinärmedizin",1,2020-09-09,134_impfstoff_biontech_19_virus
6556,136,"chrissy, 486415, marie, soul, virginia",1,2020-09-09,136_yavuz_liebe_hochzeit_frauen
6557,145,"scholz, rückforderung, warburg, bundesminister, bundesfinanzminister",1,2020-09-09,145_spd_scholz_karrenbauer_thüringen
6558,169,"bayern, flügelstürmer, ziele, triples, glasvitrine",1,2020-09-09,169_bayern_flick_münchen_bundesliga
6559,-1,"sperber, yasemin, caroline, himmelrath, zeitmagazin",17,2020-09-10,-1_wenn_dann_mehr_über
6560,0,"morissette, alanis, lionel, wörter, brechtisches",15,2020-09-10,0_geschwindigkeitsanzeige_geschwindigkei...
6561,3,"juschten, podcast, fanny, podcasts, gewirbelt",1,2020-09-10,3_podcast_app_19_umeinen
6562,7,"ferrari, racing, 33, kauf, martin",2,2020-09-10,7_ferrari_hamilton_mercedes_fahrer
6563,21,"slam, kroatien, herrendoppel, duo, rajeev",1,2020-09-10,21_tennis_slam_djokovic_weltranglisten
6564,39,"serbien, kolesnikowa, vučić, kolesnikowas, lukaschenka",1,2020-09-10,39_lukaschenko_belarus_proteste_tichanow...
6565,49,"matebook, free, freelace, android, laptop",2,2020-09-10,49_smartphone_apple_iphone_smartphones
6566,51,"wölfe, wolf, welpen, jagd, wölfen",1,2020-09-10,51_hund_hunde_wölfe_hunden
6567,59,"trump, präsidenten, biden, sender, bob",1,2020-09-10,59_trump_trumps_donald_präsident
6568,73,"granatapfelsaft, blutdruck, cholesterin, cholesterins, triglyceriden",1,2020-09-10,73_viele_zeit_menschen_mehr
6569,80,"gebauer, deutsch, gelüftet, leitkulturverweigerung, parallelgesellschaft",2,2020-09-10,80_schulen_schule_lehrer_unterricht
6570,81,"cannabis, badesalz, cbdkaugummi, tetrahydrocannabinol, bikinimädchen",1,2020-09-10,81_bitburger_gluten_vöslauer_kaffee
6571,87,"fehlgeburt, gebärmutter, arzt, kinderwunsches, schwangerschaftsvorsorge",1,2020-09-10,87_endometriose_arzt_symptome_kinderarzt
6572,89,"immortals, fenyx, hephaistos, zeus, odyssey",1,2020-09-10,89_lehmann_mälzer_henssler_yelp
6573,93,"brexit, handelsabkommen, vertragstreue, freihandelsabkommen, großbritannien",1,2020-09-10,93_brexit_großbritannien_brüssel_britisc...
6574,95,"vinaigrette, abschmecken, salz, essigknödel, buttermilchdressing",1,2020-09-10,95_salz_butter_zucker_kochen
6575,98,"herbstblüher, dahlien, herbst, herbstzeitlose, blüten",2,2020-09-10,98_rosen_pflanzen_blüten_garten
6576,107,"instagram, brasilien, galerie, brasilianische, brasiliens",1,2020-09-10,107_tesla_auto_volkswagen_fahrzeuge
6577,145,"dieckmann, aufzunehmen, bundesregierung, lager, gürzenich",2,2020-09-10,145_spd_scholz_karrenbauer_thüringen
6578,149,"gentiloni, italiener, stabilitätspakts, moscovici, steuerkommissar",1,2020-09-10,149_bundesbank_huffschmid_geldpolitik_po...
6579,166,"fünftligisten, pokals, bundesligisten, heimrechts, oberneuland",1,2020-09-10,166_bayern_werder_wolfsburg_bundesliga
6580,-1,"beckenbauer, winkmann, beaune, bayern, deutschland",21,2020-09-11,-1_wenn_dann_mehr_über
6581,0,"morissette, alanis, lionel, wörter, brechtisches",12,2020-09-11,0_geschwindigkeitsanzeige_geschwindigkei...
6582,3,"itunes, preis, umeinen, kaufbestätigung, kündbar",2,2020-09-11,3_podcast_app_19_umeinen
6583,7,"preis, kauf, binotto, app, kündbar",2,2020-09-11,7_ferrari_hamilton_mercedes_fahrer
6584,12,"neymar, mbappé, brasilianer, tweet, französische",1,2020-09-11,12_brasilien_bolivien_brasilianische_bra...
6585,21,"carreño, slam, weltranglisten, halbfinale, ferrer",1,2020-09-11,21_tennis_slam_djokovic_weltranglisten
6586,35,"gashi, sparrings, gashingun, erboxte, kämpfer",1,2020-09-11,35_ring_wilder_boxer_duell
6587,49,"instax, liplay, sofortbildkamera, sofortbildkameras, sofortbildfotografie",3,2020-09-11,49_smartphone_apple_iphone_smartphones
6588,59,"churchill, tonbandaufnahmen, panik, weltkrieg, bombardierte",2,2020-09-11,59_trump_trumps_donald_präsident
6589,70,"tour, radherrlichkeit, radsportnation, bergziegen, radelnden",1,2020-09-11,70_tour_roglic_pogacar_trikot
6590,71,"tour, republic, martinez, france, ubisoft",2,2020-09-11,71_biathlon_geiger_vierschanzentournee_o...
6591,88,"waschen, polyacryl, wäscht, mischgewebe, weichspüler",1,2020-09-11,88_wasser_luft_reinigen_feuchtigkeit
6592,91,"hashtags, chinesischen, übersetzungsfehlern, zensurmethoden, spionagevorwürfen",1,2020-09-11,91_china_hongkong_chinesischen_chinesisc...
6593,98,"sträucher, pflanzen, blüten, garten, scheinzypresse",1,2020-09-11,98_rosen_pflanzen_blüten_garten
6594,107,"bolsonaro, reichel, koßmann, brasilien, brasilianische",2,2020-09-11,107_tesla_auto_volkswagen_fahrzeuge
6595,120,"9315, berlinweit, sozialministerien, infizierte, intensivmedizinischer",1,2020-09-11,120_infektionen_neuinfektionen_coronavir...
6596,140,"heimrecht, amateurclubs, pokalspieltag, todesfelde, cohrs",1,2020-09-11,140_eintracht_hertha_kohfeldt_bundesliga
6597,144,"schinas, seehofer, zentren, asylsystem, aufnahmezentrum",1,2020-09-11,144_zeitumstellung_volksbank_bedford_str...
6598,-1,"dudda, ruhrgebiet, kobylanski, eintracht, wiesbaden",26,2020-09-12,-1_wenn_dann_mehr_über
6599,0,"morissette, alanis, lionel, wörter, brechtisches",12,2020-09-12,0_geschwindigkeitsanzeige_geschwindigkei...
6600,21,"busta, slam, australian, becker, weltranglisten",2,2020-09-12,21_tennis_slam_djokovic_weltranglisten
6601,27,"börsenrückzug, samwers, kunert, mindestpreis, schutzgemeinschaft",1,2020-09-12,27_film_netflix_filme_hollywood
6602,39,"lukaschenko, protesten, gefangenentransporter, lukaschenkos, kolesnikowa",1,2020-09-12,39_lukaschenko_belarus_proteste_tichanow...
6603,59,"jefferson, electoral, republikaner, wahlmänner, föderalisten",3,2020-09-12,59_trump_trumps_donald_präsident
6604,70,"bennett, tour, ferrand, topsprinter, roglic",2,2020-09-12,70_tour_roglic_pogacar_trikot
6605,82,"bundesagrarministerium, brandenburg, schweinehalter, zaun, zaunbau",1,2020-09-12,82_tiere_fleisch_wolf_elefanten
6606,91,"hashtags, videoplattform, chinesische, australian, app",1,2020-09-12,91_china_hongkong_chinesischen_chinesisc...
6607,115,"ehepartner, klauser, mcmakler, verkaufen, eheverträge",1,2020-09-12,115_mieter_vermieter_miete_mietvertrag
6608,116,"demonstration, protestzug, demonstrationszug, veranstaltern, protestaktion",1,2020-09-12,116_polizei_demonstration_demonstranten_...
6609,126,"heizölkunden, dollar, preissituation, heizölpreis, heizölpreise",2,2020-09-12,126_gas_co2_heizen_liter
6610,134,"forschungsministerin, automation, generatoren, grohmann, heruntergespielt",1,2020-09-12,134_impfstoff_biontech_19_virus
6611,159,"özil, chelsea, karius, mustafi, stammplatz",1,2020-09-12,159_liverpool_fc_manchester_champions
6612,163,"beierlorzer, 05er, vorjahresdritten, stadionauslastung, schröder",1,2020-09-12,163_mainzer_mateta_beierlorzer_schröder
6613,-1,"freimaurer, barruel, freimaurern, freimaurerei, rensmann",13,2020-09-13,-1_wenn_dann_mehr_über
6614,0,"morissette, alanis, lionel, wörter, brechtisches",11,2020-09-13,0_geschwindigkeitsanzeige_geschwindigkei...
6615,7,"schumacher, kauf, ferrari, app, kündbar",4,2020-09-13,7_ferrari_hamilton_mercedes_fahrer
6616,9,"brände, kalifornien, quarterback, waldbränden, kaliforniens",1,2020-09-13,9_feuer_brände_australien_sydney
6617,11,"hymne, vikings, lift, sing, 547300",1,2020-09-13,11_quarterback_patriots_touchdown_mahome...
6618,14,"kraupe, astronomy, planetarien, könig, wassermann",1,2020-09-13,14_neutrinos_planeten_kometen_quarks
6619,17,"holbeins, tanz, holzschnitten, holbein, tanzender",1,2020-09-13,17_himmel_jenseits_elhajani_campingplatz
6620,21,"djokovic, länderwettkampf, tennis, errors, antagonist",1,2020-09-13,21_tennis_slam_djokovic_weltranglisten
6621,27,"fight, film, amazon, pitt, filme",1,2020-09-13,27_film_netflix_filme_hollywood
6622,39,"lukaschenko, demonstrantinnen, regierungsgegnerinnen, tschemodanowa, umstrittenen",1,2020-09-13,39_lukaschenko_belarus_proteste_tichanow...
6623,43,"roboter, experiment, mobilfunknetz, gigabit, niederländischen",1,2020-09-13,43_app_android_google_microsoft
6624,49,"xiaomi, smartphones, spitzenmodell, randgruppenhandys, spottbillig",1,2020-09-13,49_smartphone_apple_iphone_smartphones
6625,69,"kanadischen, krebsforschung, marathon, prothesenträger, sportler",1,2020-09-13,69_eishockey_oilers_edmonton_russland
6626,70,"quintana, trivino, kolumbianischen, kolumbianer, colombia",2,2020-09-13,70_tour_roglic_pogacar_trikot
6627,73,"geschwindigkeitsbegrenzungen, geschwindigkeitsklasse, geschwindigkeitsgrenzwerte, geschwindigkeitsklassen, geschwindigkeitskontrolle",1,2020-09-13,73_viele_zeit_menschen_mehr
6628,78,"burtynsky, anthropozän, mensch, ausbeutung, zerstörung",1,2020-09-13,
6629,88,"küche, klempner, pitschnass, trocknungsfirma, haupthahn",1,2020-09-13,88_wasser_luft_reinigen_feuchtigkeit
6630,95,"duttenhofer, kochen, kochsendungen, küche, kochsendung",1,2020-09-13,95_salz_butter_zucker_kochen
6631,100,"ecstasy, polizeisprecher, suchtmittels, sprungschanze, herbeigerufene",1,2020-09-13,100_unfall_a3_jährige_krankenhaus
6632,102,"mali, bamako, boubacar, interimsstaatschef, rebellengruppen",1,2020-09-13,102_bahn_frankfurt_straße_ice
6633,104,"reichenbach, dreiviertelhose, vogtländischen, schlachthofstraße, türmte",1,2020-09-13,104_asu_überfallen_täter_räuber
6634,106,"cannondale, radarbereich, vordergabel, tagfahrlicht, breitgefächertes",1,2020-09-13,106_bike_fahrräder_bikes_wagenknecht
6635,107,"motorrad, elektro, batterie, bolsonaro, motorcycles",1,2020-09-13,107_tesla_auto_volkswagen_fahrzeuge
6636,120,"sepsis, blutvergiftung, infektionsgeschehen, sterblichkeit, tropenkrankheiten",2,2020-09-13,120_infektionen_neuinfektionen_coronavir...
6637,142,"hwwi, postbank, analyse, ballungsräume, prozent",1,2020-09-13,142_muschter_000_100_eigenkapital
6638,148,"leonine, elstner, tele, contenthaus, fernsehen",1,2020-09-13,148_rtl_fernsehgarten_bauer_orridge
6639,159,"neymar, marseille, mbappé, olympique, trainers",1,2020-09-13,159_liverpool_fc_manchester_champions
6640,169,"bundesentwicklungsminister, bundespolitik, gerd, bundestag, münchner",1,2020-09-13,169_bayern_flick_münchen_bundesliga
6641,171,"hoeneß, alabas, thiago, doppelpass, dsf",1,2020-09-13,171_bayern_trainer_bundesliga_hoeneß
6642,-1,"bmw, mandelentfernung, hettche, esra, puppenkiste",19,2020-09-14,-1_wenn_dann_mehr_über
6643,0,"morissette, alanis, lionel, wörter, brechtisches",13,2020-09-14,0_geschwindigkeitsanzeige_geschwindigkei...
6644,9,"kalifornien, quarterback, touchdown, waldbrände, kansas",2,2020-09-14,9_feuer_brände_australien_sydney
6645,14,"murchison, radioastronomen, rangeroter, niederfrequentere, widefield",1,2020-09-14,14_neutrinos_planeten_kometen_quarks
6646,21,"alexzverev, tiebreaker, tennis, slam, bellshaw",1,2020-09-14,21_tennis_slam_djokovic_weltranglisten
6647,33,"kremlkritikers, kampfstoff, nervengift, nowitschok, schweden",1,2020-09-14,33_russland_vergiftung_russischen_russis...
6648,58,"lukaschenko, kremlchef, kremlangaben, verfassungsreform, versprechungen",1,2020-09-14,58_russland_russischen_wladimir_lukasche...
6649,80,"acton, hamburg, neuinfektionen, schüler, quarantäne",3,2020-09-14,80_schulen_schule_lehrer_unterricht
6650,87,"güterverkehr, zug, güterbahn, güterwagen, kupplung",1,2020-09-14,87_endometriose_arzt_symptome_kinderarzt
6651,93,"brexit, handelsabkommen, exporte, automobilgeschäft, exportmärkte",1,2020-09-14,93_brexit_großbritannien_brüssel_britisc...
6652,100,"geschwindigkeitsanzeige, geschwindigkeitsbegrenzung, geschwindigkeitsbegrenzungen, geschwindigkeitsbereiche, geschwindigkeitsbeschränkung",1,2020-09-14,100_unfall_a3_jährige_krankenhaus
6653,114,"garmisch, partenkirchen, künast, landratsamts, konsequenzen",2,2020-09-14,114_warburg_lübcke_staatsanwaltschaft_wö...
6654,120,"hessen, marburg, kassenärzte, rotenburg, uniklinikum",1,2020-09-14,120_infektionen_neuinfektionen_coronavir...
6655,136,"instagram, laura, liebe, maria, zärtlich",1,2020-09-14,136_yavuz_liebe_hochzeit_frauen
6656,137,"clarkson, blackstock, 553040, remington, castingshow",1,2020-09-14,137_instagram_hilda_erkältungsvirus_barr...
6657,142,"börsengang, aktien, aktionäre, wohnmobilhersteller, meertens",1,2020-09-14,142_muschter_000_100_eigenkapital
6658,159,"chelsea, werner, league, 563472, trossard",1,2020-09-14,159_liverpool_fc_manchester_champions
6659,166,"hitler, film, hauptdarsteller, kinojahres, könx",1,2020-09-14,166_bayern_werder_wolfsburg_bundesliga
6660,169,"gratuliert, abpfiff, bayer, leverkusen, superstars",1,2020-09-14,169_bayern_flick_münchen_bundesliga
6661,170,"finale, selbstüberwindung, humpelt, sonntagnacht, aufschläge",1,2020-09-14,170_elefanten_wolhuter_grammozis_wildere...
6662,171,"rennwoche, formstärkste, energiereserven, cleverste, regeneriert",1,2020-09-14,171_bayern_trainer_bundesliga_hoeneß
6663,172,"gbit, telekom, bodelshausen, rickmann, sobernheim",1,2020-09-14,172_steidl_gerhard_staeck_niedersachsen
6664,-1,"northside, brinkhaus, lennart, muroya, kötzer",25,2020-09-15,-1_wenn_dann_mehr_über
6665,0,"morissette, alanis, lionel, wörter, brechtisches",12,2020-09-15,0_geschwindigkeitsanzeige_geschwindigkei...
